sample_id,country_code,level0,level1_family,level2_genus,level3_species,location,source,species_key,year,longitude,latitude,Category
106323,ZA,Evergreen Broadleaf,Oleaceae,Noronhia,Noronhia foveolata,South Africa,iNaturalist Research-grade Observations,9233275.0,2021,23.205968979423023,-34.07018521345331,Rare
514523,AM,Deciduous Broadleaf,Fabaceae,Caragana,Caragana arborescens,Armenia,iNaturalist Research-grade Observations,2943190.0,2016,44.68370186805677,40.53509693916443,Frequent
119026,ZA,Evergreen Broadleaf,Proteaceae,Protea,Protea cynaroides,South Africa,iNaturalist Research-grade Observations,5637947.0,2022,22.47826598300592,-33.921893348819914,Frequent
75295,ZA,Evergreen Broadleaf,Araliaceae,Cussonia,Cussonia paniculata,South Africa,iNaturalist Research-grade Observations,3035211.0,2023,28.58591899141601,-28.497008975511346,Common
118446,ZA,Evergreen Broadleaf,Proteaceae,Protea,Protea cynaroides,South Africa,iNaturalist Research-grade Observations,5637947.0,2024,18.940740721578862,-34.33572022208496,Frequent
4751646,US,Evergreen Needleleaf,Cupressaceae,Juniperus,Juniperus ashei,United States of America,iNaturalist Research-grade Observations,2684487.0,2018,-98.08455389470753,29.99534719328813,Frequent
2915073,CA,Deciduous Broadleaf,Viburnaceae,Viburnum,Viburnum edule,Canada,iNaturalist Research-grade Observations,2888613.0,2021,-129.10662694195577,59.37284134461079,Frequent
3677214,US,Deciduous Broadleaf,Celastraceae,Celastrus,Celastrus scandens,United States of America,iNaturalist Research-grade Observations,3169171.0,2020,-84.39419062671061,37.89262919579134,Frequent
4795249,US,Evergreen Broadleaf,Rutaceae,Citrus,Citrus polyandra,United States of America,iNaturalist Research-grade Observations,2396.0,2024,-117.25744879443197,32.92156983219724,Frequent
3017122,US,Deciduous Broadleaf,Asteraceae,Ambrosia,Ambrosia psilostachya,United States of America,iNaturalist Research-grade Observations,3110686.0,2023,-122.35457586300906,40.534610897149605,Frequent
4707916,US,Evergreen Needleleaf,Pinaceae,Pinus,Pinus radiata,United States of America,iNaturalist Research-grade Observations,5285727.0,2023,-122.31251316277192,37.11821265673834,Frequent
5552421,AU,Deciduous Broadleaf,Fabaceae,Acacia,Acacia terminalis,Australia,NatureMapr,2978771.0,2024,149.7584050015608,-34.741266544693765,Frequent
4718506,US,Evergreen Broadleaf,Rhamnaceae,Ceanothus,Ceanothus cuneatus,United States of America,iNaturalist Research-grade Observations,3039404.0,2024,-121.45087214801244,39.51808746639976,Frequent
376639,TW,Evergreen Broadleaf,Euphorbiaceae,Mallotus,Mallotus paniculatus,Chinese Taipei,iNaturalist Research-grade Observations,5378650.0,2023,120.494452940362,23.475218419232192,Frequent
3185860,US,Deciduous Broadleaf,Annonaceae,Asimina,Asimina spec,United States of America,Pl@ntNet automatically identified occurrences,3158021.0,2022,-82.04765558385051,38.80338274955346,Frequent
2473632,PL,Deciduous Broadleaf,Salicaceae,Salix,Salix purpurea,Poland,Pl@ntNet automatically identified occurrences,5372800.0,2021,21.07294907230509,52.18301801974204,Common
3898508,US,Deciduous Broadleaf,Plantaginaceae,Veronica,Veronica serpyllifolia,United States of America,iNaturalist Research-grade Observations,3172057.0,2021,-71.10749194067793,42.03767130294199,Frequent
3976623,US,Deciduous Broadleaf,Rosaceae,Crataegus,Crataegus monogyna,United States of America,iNaturalist Research-grade Observations,9220780.0,2020,-122.59171977523344,37.94596004439055,Frequent
6126547,CO,Deciduous Broadleaf,Cordiaceae,Cordia,Cordia dentata,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental del proyecto: Interconexión Cuestecitas - Copey - Fundación 500/220 mil voltios,5361859.0,2018,-74.00574709777983,10.194700047259603,Frequent
3772101,US,Deciduous Broadleaf,Asteraceae,Baccharis,Baccharis halimifolia,United States of America,iNaturalist Research-grade Observations,3129663.0,2023,-75.36030160208824,37.9400651127979,Frequent
4791741,US,Evergreen Broadleaf,Rhamnaceae,Sarcomphalus,Sarcomphalus obtusifolius,United States of America,iNaturalist Research-grade Observations,8937468.0,2023,-98.02362919701427,33.493641283646966,Common
3508410,US,Deciduous Broadleaf,Salicaceae,Salix,Salix geyeriana,United States of America,iNaturalist Research-grade Observations,5372658.0,2023,-119.2658100724998,38.02092199220004,Rare
2836493,CA,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron philadelphicus,Canada,iNaturalist Research-grade Observations,3119285.0,2024,-113.83191385596216,53.56566040158612,Frequent
4833705,US,Evergreen Broadleaf,Ericaceae,Arbutus,Arbutus arizonica,United States of America,iNaturalist Research-grade Observations,2882797.0,2019,-110.8739736312599,31.713438829180827,Common
4930234,US,Deciduous Broadleaf,Hamamelidaceae,Hamamelis,Hamamelis virginiana,United States of America,iNaturalist Research-grade Observations,3152827.0,2019,-79.56867186239992,42.27637144143399,Frequent
5947311,CO,Evergreen Broadleaf,Rubiaceae,Warszewiczia,Warszewiczia coccinea,Colombia,iNaturalist Research-grade Observations,5340116.0,2021,-73.66961114216897,4.140805961149858,Common
5168853,US,Evergreen Broadleaf,Magnoliaceae,Magnolia,Magnolia acuminata,United States of America,iNaturalist Research-grade Observations,3153837.0,2020,-79.33363710497383,41.245427277877305,Frequent
2921421,CA,Evergreen Broadleaf,Ericaceae,Kalmia,Kalmia microphylla,Canada,iNaturalist Research-grade Observations,2882998.0,2022,-125.65749444071118,49.01316793567686,Frequent
3815682,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia lyrata,United States of America,iNaturalist Research-grade Observations,2927027.0,2024,-81.64579247871187,29.635141010190768,Frequent
3628361,US,Deciduous Broadleaf,Hypericaceae,Hypericum,Hypericum prolificum,United States of America,Pl@ntNet automatically identified occurrences,3189471.0,2021,-92.3378249846644,35.55673802714583,Common
2984671,CA,Deciduous Broadleaf,Rosaceae,Rubus,Rubus bifrons,Canada,iNaturalist Research-grade Observations,2995779.0,2021,-123.5611238851515,48.99958105476702,Frequent
4271230,US,Deciduous Broadleaf,Rhamnaceae,Frangula,Frangula caroliniana,United States of America,iNaturalist Research-grade Observations,3039468.0,2021,-84.8647729381839,34.99601944697818,Frequent
6055955,CO,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus grandis,Colombia,Biodiversidad asociada al proyecto Línea de Transmisión Bello-Guayabal-Ancón Sur 230 kV,3177028.0,2015,-75.58181636512028,6.14452531502103,Frequent
3843402,US,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron philadelphicus,United States of America,iNaturalist Research-grade Observations,3119285.0,2023,-79.36624205187664,39.80452228166891,Frequent
4094405,US,Deciduous Broadleaf,Rosaceae,Prunus,Prunus ilicifolia,United States of America,iNaturalist Research-grade Observations,3020610.0,2017,-118.16706973652646,34.13806610878991,Frequent
3771763,US,Deciduous Broadleaf,Asteraceae,Baccharis,Baccharis halimifolia,United States of America,iNaturalist Research-grade Observations,3129663.0,2024,-76.75918402996896,34.76526988566445,Frequent
2234909,RU,Evergreen Needleleaf,Pinaceae,Picea,Picea fennica,Russian Federation,iNaturalist Research-grade Observations,5284781.0,2022,44.28434477771015,58.81083854333976,Common
5596955,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus planchoniana,Australia,iNaturalist Research-grade Observations,3176639.0,2024,153.0128754463172,-29.403704747314823,Rare
1086935,ES,Evergreen Broadleaf,Buxaceae,Buxus,Buxus sempervirens,Spain,"Observation.org, Nature data from around the World",2984671.0,2024,-1.782659419146593,42.74657027021669,Frequent
439800,TW,Evergreen Needleleaf,Podocarpaceae,Podocarpus,Podocarpus nakaii,Chinese Taipei,iNaturalist Research-grade Observations,5285912.0,2023,120.80469489615554,23.99511838835661,Rare
319927,TW,Deciduous Broadleaf,Fabaceae,Senna,Senna siamea,Chinese Taipei,iNaturalist Research-grade Observations,2956905.0,2020,120.49355220194924,22.890269083940108,Rare
5956362,CO,Deciduous Broadleaf,Cochlospermaceae,Cochlospermum,Cochlospermum vitifolium,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2874865.0,2018,-75.84797118879835,6.861664701042518,Frequent
4115600,US,Evergreen Broadleaf,Asparagaceae,Yucca,Yucca schottii,United States of America,iNaturalist Research-grade Observations,2775615.0,2017,-109.17522557573704,31.88135519755044,Rare
4357662,US,Deciduous Broadleaf,Rosaceae,Prunus,Prunus caroliniana,United States of America,iNaturalist Research-grade Observations,3023558.0,2020,-82.3287038050471,29.770332035929144,Frequent
4446921,US,Deciduous Broadleaf,Rutaceae,Phellodendron,Phellodendron amurense,United States of America,iNaturalist Research-grade Observations,3190154.0,2021,-75.24583201894524,40.0584725457637,Common
4823521,US,Evergreen Needleleaf,Cupressaceae,Juniperus,Juniperus ashei,United States of America,iNaturalist Research-grade Observations,2684487.0,2020,-92.2452406694917,36.38712520262168,Frequent
4786970,US,Evergreen Broadleaf,Rhamnaceae,Ceanothus,Ceanothus verrucosus,United States of America,iNaturalist Research-grade Observations,3039298.0,2024,-117.25385475898284,32.93916544495414,Common
3052703,MX,Evergreen Broadleaf,Cactaceae,Pilosocereus,Pilosocereus leucocephalus,Mexico,iNaturalist Research-grade Observations,7284382.0,2016,-96.71768335328947,19.346416358118216,Rare
6181295,BR,Evergreen Broadleaf,Piperaceae,Piper,Piper umbellatum,Brazil,Pl@ntNet automatically identified occurrences,3086364.0,2022,-47.50604974792586,-14.138462791958736,Common
779301,DE,Deciduous Broadleaf,Rosaceae,Mespilus,Mespilus germanica,Germany,Pl@ntNet automatically identified occurrences,3031774.0,2021,11.350530254020148,50.948770061855605,Frequent
3826136,US,Deciduous Broadleaf,Passifloraceae,Passiflora,Passiflora incarnata,United States of America,iNaturalist Research-grade Observations,2874218.0,2021,-82.29704418756764,29.62368557958447,Frequent
4260236,US,Deciduous Broadleaf,Moraceae,Morus,Morus rubra,United States of America,iNaturalist Research-grade Observations,5361886.0,2021,-79.48754297783353,36.156701155684864,Frequent
3052596,MX,Evergreen Broadleaf,Cactaceae,Pilosocereus,Pilosocereus collinsii,Mexico,iNaturalist Research-grade Observations,3959606.0,2020,-96.15933701488224,15.727945035267954,Common
3069472,MX,Deciduous Broadleaf,Fabaceae,Mimosa,Mimosa albida,Mexico,iNaturalist Research-grade Observations,2969310.0,2018,-100.70834246376772,20.023428293759736,Common
747398,AT,Deciduous Broadleaf,Salicaceae,Salix,Salix purpurea,Austria,"Observation.org, Nature data from around the World",5372800.0,2023,10.504549602160395,46.87638008816876,Common
310243,TW,Deciduous Broadleaf,Asteraceae,Blumea,Blumea aromatica,Chinese Taipei,iNaturalist Research-grade Observations,5395607.0,2020,120.62724496973364,23.59674230024175,Common
5079179,US,Evergreen Broadleaf,Rubiaceae,Psychotria,Psychotria nervosa,United States of America,iNaturalist Research-grade Observations,2920385.0,2024,-80.43278767824404,27.02272760791792,Frequent
1576293,IT,Deciduous Broadleaf,Rhamnaceae,Paliurus,Paliurus spina-christi,Italy,iNaturalist Research-grade Observations,5372457.0,2023,16.187504448937133,41.82729537434145,Frequent
3069480,MX,Deciduous Broadleaf,Fabaceae,Mimosa,Mimosa albida,Mexico,iNaturalist Research-grade Observations,2969310.0,2018,-101.82321136825132,19.47667561809148,Common
6070038,CO,Deciduous Broadleaf,Hernandiaceae,Gyrocarpus,Gyrocarpus americanus,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,7326414.0,2018,-75.872803922565,6.7859714606602735,Frequent
351909,TW,Evergreen Broadleaf,Proteaceae,Helicia,Helicia cochinchinensis,Chinese Taipei,iNaturalist Research-grade Observations,7287475.0,2021,121.12638336435322,24.68912841721388,Common
5918899,CO,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus grandis,Colombia,Biodiversidad asociada al proyecto Línea de Transmisión Bello-Guayabal-Ancón Sur 230 kV,3177028.0,2015,-75.53751073705324,6.311692554413663,Frequent
5529487,AU,Evergreen Broadleaf,Ericaceae,Styphelia,Styphelia viridis,Australia,iNaturalist Research-grade Observations,7288584.0,2023,152.8205722542863,-29.50351726529516,Common
4042837,US,Deciduous Broadleaf,Betulaceae,Betula,Betula nigra,United States of America,iNaturalist Research-grade Observations,5331532.0,2023,-95.24039655158602,31.55432918539177,Frequent
3165518,US,Deciduous Broadleaf,Annonaceae,Asimina,Asimina spec,United States of America,iNaturalist Research-grade Observations,3158021.0,2020,-86.81431867335677,41.72694330513365,Frequent
899851,BE,Deciduous Broadleaf,Rosaceae,Mespilus,Mespilus germanica,Belgium,"Observations.be - Non-native species occurrences in Wallonia, Belgium",3031774.0,2021,5.79387944458226,50.73067988843262,Frequent
3075924,MX,Evergreen Broadleaf,Lythraceae,Cuphea,Cuphea wrightii,Mexico,iNaturalist Research-grade Observations,3188678.0,2023,-99.20684274334404,19.261104836763685,Rare
3411435,US,Deciduous Broadleaf,Grossulariaceae,Ribes,Ribes cereum,United States of America,iNaturalist Research-grade Observations,2986127.0,2021,-116.81872675998552,45.76885978222124,Frequent
635479,AT,Deciduous Broadleaf,Rosaceae,Crataegus,Crataegus monogyna,Austria,"Observation.org, Nature data from around the World",9220780.0,2024,13.03887968588636,47.76966288400347,Frequent
2572678,RU,Deciduous Broadleaf,Betulaceae,Betula,Betula platyphylla,Russian Federation,iNaturalist Research-grade Observations,5331536.0,2021,101.64865093931203,56.16033549986837,Common
5961640,CO,Deciduous Broadleaf,Fabaceae,Platymiscium,Platymiscium pinnatum,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2944742.0,2018,-75.86132619645342,6.7998883150480784,Frequent
5603736,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus viminalis,Australia,NatureMapr,3177112.0,2022,148.9313443154708,-35.47423128035392,Frequent
3559511,US,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia spathacea,United States of America,iNaturalist Research-grade Observations,2927042.0,2022,-118.81588677620704,34.07604447223755,Frequent
5449818,AU,Evergreen Broadleaf,Proteaceae,Persoonia,Persoonia glaucescens,Australia,NSW BioNet Atlas,5637547.0,2021,150.4106689263557,-34.43429310997244,Frequent
3069371,MX,Deciduous Broadleaf,Fabaceae,Mimosa,Mimosa albida,Mexico,iNaturalist Research-grade Observations,2969310.0,2023,-98.0220105433319,17.674529927341325,Common
63524,ZA,Evergreen Broadleaf,Proteaceae,Protea,Protea cynaroides,South Africa,iNaturalist Research-grade Observations,5637947.0,2024,18.44231578312785,-34.118669019207424,Frequent
5267131,AU,Evergreen Broadleaf,Myrtaceae,Corymbia,Corymbia calophylla,Australia,iNaturalist Research-grade Observations,5418394.0,2024,115.15068853341774,-30.138265841152123,Common
2207496,RU,Deciduous Broadleaf,Fabaceae,Caragana,Caragana arborescens,Russian Federation,iNaturalist Research-grade Observations,2943190.0,2016,82.10435305374507,51.3391242271753,Frequent
438120,TW,Evergreen Broadleaf,Urticaceae,Dendrocnide,Dendrocnide meyeniana,Chinese Taipei,iNaturalist Research-grade Observations,4098765.0,2018,120.50641670848842,23.340887999997136,Common
6039760,CO,Deciduous Broadleaf,Meliaceae,Cedrela,Cedrela odorata,Colombia,"Flora y epífitas presentes en el proyecto Minera de Cobre Quebradona, municipio de Jericó",3190511.0,2019,-75.70591314743767,5.801174533905698,Frequent
1244480,DK,Deciduous Broadleaf,Grossulariaceae,Ribes,Ribes spicatum,Denmark,"Danish government nature monitoring portal ""Danmarks MiljÃ¸portals Naturdatabase",2986129.0,2017,9.525067923861526,55.76731925121974,Frequent
5327580,AU,Evergreen Broadleaf,Verbenaceae,Stachytarpheta,Stachytarpheta jamaicensis,Australia,iNaturalist Research-grade Observations,2925463.0,2024,130.8228769691134,-12.405223589787488,Common
351914,TW,Evergreen Broadleaf,Proteaceae,Helicia,Helicia cochinchinensis,Chinese Taipei,iNaturalist Research-grade Observations,7287475.0,2021,121.57879483903372,24.97531352282403,Common
4148718,US,Deciduous Broadleaf,Oleaceae,Forestiera,Forestiera angustifolia,United States of America,iNaturalist Research-grade Observations,3172386.0,2023,-97.56794474216052,25.99664832361054,Common
3074000,MX,Deciduous Broadleaf,Lamiaceae,Hyptis,Hyptis atrorubens,Mexico,iNaturalist Research-grade Observations,2926821.0,2021,-92.77021509561492,17.462521967755237,Rare
179166,ZA,Evergreen Broadleaf,Meliaceae,Ekebergia,Ekebergia capensis,South Africa,iNaturalist Research-grade Observations,3851310.0,2023,30.1061424771631,-24.16744480766808,Common
5413686,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus crebra,Australia,NSW BioNet Atlas,3176920.0,2019,149.15855335054812,-31.167778633270657,Common
5595768,AU,Evergreen Broadleaf,Myrtaceae,Eucalyptus,Eucalyptus parvula,Australia,NSW BioNet Atlas,3176882.0,2017,149.430451496383,-36.74884748007722,Rare
3882106,US,Deciduous Broadleaf,Viburnaceae,Viburnum,Viburnum lentago,United States of America,iNaturalist Research-grade Observations,2888586.0,2015,-72.48741872998046,43.59625197595081,Frequent
5837671,AU,Evergreen Broadleaf,Myrtaceae,Leptospermum,Leptospermum rupestre,Australia,iNaturalist Research-grade Observations,4934664.0,2023,147.2330332518512,-42.89945500893514,Rare
